matchId,matchDate,matchType,accessId,nickname,seasonId,matchResult,matchEndType,systemPause,foul,injury,redCards,yellowCards,dribble,cornerKick,possession,offsideCount,averageRating,controller,shootTotal,effectiveShootTotal,shootOutScore,goalTotal,goalTotalDisplay,ownGoal,shootHeading,goalHeading,shootFreekick,goalFreekick,shootInPenalty,goalInPenalty,shootOutPenalty,goalOutPenalty,shootPenaltyKick,goalPenaltyKick,passTry,passSuccess,shortPassTry,shortPassSuccess,longPassTry,longPassSuccess,bouncingLobPassTry,bouncingLobPassSuccess,drivenGroundPassTry,drivenGroundPassSuccess,throughPassTry,throughPassSuccess,lobbedThroughPassTry,lobbedThroughPassSuccess,blockTry,blockSuccess,tackleTry,tackleSuccess
6528d7820f1a4330ce4806bc,2023-10-13T14:47:37,52,1d8450ef71aa816cfd494356,산공유,202310,패,0,0,0,2,0,0,83,1,47,3,3.36667,keyboard,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,108,97,69,68,3,0,0,0,8,8,18,15,10,6,7,0,7,2
6528d3a7270c3a9d4bff32ad,2023-10-13T14:30:52,52,c3d42440cb68686b9bc99988,로로로로헣,202310,패,0,0,1,0,0,0,77,1,41,0,3.58333,keyboard,4,3,0,1,1,0,1,0,0,0,3,1,1,0,0,0,93,85,51,51,5,1,0,0,7,6,23,23,7,4,6,1,10,6
6528d3a7270c3a9d4bff32ad,2023-10-13T14:30:52,52,1d8450ef71aa816cfd494356,산공유,202310,승,0,0,1,0,0,0,112,0,59,0,4.42778,keyboard,5,4,0,3,3,0,0,0,0,0,3,2,2,1,0,0,136,130,98,95,3,1,0,0,9,9,22,22,4,3,5,1,6,3
6528d12ca6e990361c264ae2,2023-10-13T14:20:23,52,caff944d3fa8164be5c364d3,농뭉휸,202310,승,0,0,0,0,0,0,81,2,46,2,4.34445,keyboard,6,3,0,2,2,0,2,0,0,0,4,0,2,2,0,0,102,91,58,56,5,2,2,0,14,14,18,17,4,2,3,0,7,6
6528d12ca6e990361c264ae2,2023-10-13T14:20:23,52,1d8450ef71aa816cfd494356,산공유,202310,패,0,0,0,0,0,0,89,0,54,1,3.62778,keyboard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,97,74,71,5,2,0,0,5,5,19,17,7,2,5,0,7,3
6528bc825375f75e3e05d99e,2023-10-13T12:52:04,52,be431afac8e16d18315dabd9,잉웅2,202310,패,0,0,1,0,0,0,97,0,52,1,3.81667,keyboard,2,2,0,1,1,0,0,0,0,0,2,1,0,0,0,0,125,113,85,83,6,2,0,0,9,9,17,17,7,2,1,0,4,3
6528bc825375f75e3e05d99e,2023-10-13T12:52:04,52,1d8450ef71aa816cfd494356,산공유,202310,승,0,0,0,0,0,0,82,1,48,0,4.22778,keyboard,6,5,0,2,2,0,1,1,0,0,3,2,3,0,0,0,121,110,76,74,4,2,0,0,8,7,23,20,10,7,6,1,5,3
6528b94d82f6ca05cba46bd9,2023-10-13T12:38:41,52,a38ca5b27ce3d2280f0afe25,퐁스카스,202310,패,0,0,1,0,0,0,99,1,54,0,3.47222,keyboard,5,2,0,0,0,0,1,0,0,0,1,0,4,0,0,0,113,107,85,85,6,1,0,0,5,5,14,14,3,2,4,0,9,2
6528b94d82f6ca05cba46bd9,2023-10-13T12:38:41,52,1d8450ef71aa816cfd494356,산공유,202310,승,0,0,1,0,0,0,81,1,46,0,4.58333,keyboard,7,7,0,4,4,0,0,0,1,0,4,2,3,2,0,0,92,82,57,56,6,0,0,0,6,6,17,17,4,3,7,2,9,5
6528a73688e2aa1879cbf07f,2023-10-13T11:21:51,52,6d76f05705c1f66958c53bd7,민보튜브,202310,무,0,0,2,0,0,1,112,4,58,2,4.12222,keyboard,7,6,0,2,2,0,0,0,0,0,3,2,4,0,0,0,138,125,82,81,8,1,0,0,12,11,31,28,5,4,3,0,6,2
6528a73688e2aa1879cbf07f,2023-10-13T11:21:51,52,1d8450ef71aa816cfd494356,산공유,202310,무,0,0,0,0,0,0,67,1,42,1,4.04444,keyboard,4,4,0,2,2,0,0,0,0,0,4,2,0,0,0,0,88,75,46,45,7,1,0,0,5,5,24,20,6,4,17,1,9,6
6526f9d20ebf269db199e790,2023-10-12T04:49:55,52,1d8450ef71aa816cfd494356,산공유,202310,패,0,0,0,0,0,0,76,3,46,2,3.94444,keyboard,4,4,0,0,0,0,2,0,0,0,2,0,2,0,0,0,94,84,59,58,5,2,0,0,8,8,16,13,6,3,4,2,7,5
6526f9d20ebf269db199e790,2023-10-12T04:49:55,52,a252ae9df9056039d386306a,박지후지박,202310,승,0,0,0,0,0,0,89,1,54,2,4.40556,keyboard,6,6,0,1,1,0,0,0,0,0,4,0,2,1,0,0,116,106,72,71,9,4,0,0,7,7,20,17,7,7,5,1,6,5
6526f71e40946fc7546796a4,2023-10-12T04:38:20,52,5c58467d14ed16fb7d90f613,전우츼,202310,무,0,0,1,0,0,1,77,1,46,3,3.93889,keyboard,5,5,0,2,2,0,2,0,0,0,3,1,2,1,0,0,92,84,49,49,7,2,1,1,4,4,23,22,8,6,5,1,10,5
6526f71e40946fc7546796a4,2023-10-12T04:38:20,52,1d8450ef71aa816cfd494356,산공유,202310,무,0,0,0,0,0,0,94,2,54,0,4.02778,keyboard,5,5,0,2,2,0,0,0,0,0,4,2,1,0,0,0,117,107,84,80,7,2,1,1,8,8,13,13,4,3,8,0,4,3
6526f463ea7ca4a4f7e51c10,2023-10-12T04:26:50,52,23443a55b27f1e6ff40f1e22,야혜지,202310,승,0,0,0,0,0,0,87,5,50,0,4.24444,keyboard,10,8,0,2,2,0,1,0,0,0,5,2,5,0,0,0,110,98,59,59,12,1,1,1,4,4,29,28,5,5,6,0,3,2
6526f463ea7ca4a4f7e51c10,2023-10-12T04:26:50,52,1d8450ef71aa816cfd494356,산공유,202310,패,0,0,0,0,0,0,85,0,50,1,3.97222,keyboard,5,4,0,1,1,0,2,0,0,0,4,0,1,1,0,0,109,102,80,79,2,1,0,0,4,4,18,17,5,1,12,1,5,3
6526f192673b0c30f49c56d8,2023-10-12T04:15:10,52,e8079319324bf297998e8eac,WEQSW,202310,무,0,0,1,1,0,0,78,1,45,0,3.97222,keyboard,7,5,0,2,2,0,1,0,0,0,5,2,2,0,0,0,85,77,52,51,4,1,1,0,6,6,15,15,7,4,3,0,5,4
6526f192673b0c30f49c56d8,2023-10-12T04:15:10,52,1d8450ef71aa816cfd494356,산공유,202310,무,0,0,0,0,0,0,87,2,55,1,4.15556,keyboard,5,3,0,2,2,0,1,0,0,0,5,2,0,0,0,0,111,102,74,74,6,3,1,0,5,5,17,16,8,4,8,1,5,4
6526eee19996c6eefbd3d32c,2023-10-12T04:03:10,52,1d8450ef71aa816cfd494356,산공유,202310,승,0,0,0,0,0,0,88,3,56,0,4.21667,keyboard,6,6,0,2,2,0,1,0,0,0,2,1,4,1,0,0,105,93,60,60,7,0,0,0,7,7,24,23,7,3,3,0,3,3
6526eee19996c6eefbd3d32c,2023-10-12T04:03:10,52,75c4440e7f2494f0d7412da8,스끼야,202310,패,0,0,0,0,0,0,75,0,44,0,3.85,keyboard,2,2,0,1,1,0,1,0,0,0,2,1,0,0,0,0,98,90,57,56,7,4,1,1,7,7,20,19,6,3,5,1,7,3
